case_type,location,urgency_level,budget,preferred_language,case_complexity_score,specialization,city,experience,success_rate,rating,consultation_fee,availability,match
Corporate,Kolkata,2,23729,Tamil,0.36568857347330896,Criminal,Mumbai,8.658852063000202,0.742868625875536,4.239080576542244,10724,0,0
Tax,Chennai,5,32632,Tamil,0.3129999289421285,Tax,Kolkata,0.0,0.731999420322546,3.9610454338842533,10667,0,0
Contract,Chennai,1,22622,Kannada,0.3615777078672998,Corporate,Hyderabad,10.877905211366631,0.6548563146624583,3.8567594051921894,9548,0,0
Corporate,Kolkata,5,30749,Bengali,0.2342051122301601,Family,Pune,8.435888850289068,0.7195275461030163,5.0,17488,1,0
Corporate,Hyderabad,4,32630,English,0.49617072218309827,Corporate,Kolkata,4.99505753534662,0.57560419546494,4.757416443872932,19365,0,0
Property,Chennai,1,15306,Tamil,0.5605643534155703,Civil,Delhi,12.736134831449878,0.7341233153248264,4.238865742152427,15052,1,1
Corporate,Pune,4,22198,English,0.6445961449480911,Criminal,Delhi,10.545377535470891,0.5347020170025419,3.494721609977132,17343,1,0
Contract,Chennai,3,16600,Bengali,0.6951346274122567,Criminal,Chennai,1.641688815907357,0.8247958035446475,5.0,7853,1,0
Tax,Kolkata,1,8142,Hindi,0.32860402947432255,Tax,Bengaluru,10.962423437028393,0.5873098304170079,4.387383948926766,25823,1,0
Corporate,Kolkata,2,22846,English,0.19994804728741242,Criminal,Pune,10.547651849706787,0.6619123013359424,4.07638361691521,9418,1,0
Tax,Delhi,2,11582,Marathi,0.03246602942389663,Criminal,Kolkata,5.786035581498136,0.6255058171437315,3.7243811817260446,19787,1,0
Tax,Pune,2,23874,Marathi,0.007493771755990386,Civil,Pune,6.888081349981689,0.658900871077168,3.9579296903348866,8922,0,0
Corporate,Mumbai,3,7552,Bengali,0.1349459193696594,Family,Delhi,16.20431416490524,0.7160334591512777,3.5437957929343415,18017,1,0
Corporate,Mumbai,4,21367,Telugu,0.6770202661933118,Civil,Hyderabad,10.056942520970308,0.8100449891342074,3.3792085501545968,16750,1,0
Divorce,Kolkata,1,7434,Hindi,0.6397620345196537,Corporate,Chennai,1.843949011062584,0.5307914163167308,3.9724988747339776,5878,0,0
Property,Hyderabad,1,25390,Kannada,0.37013492528065167,Tax,Hyderabad,8.640727402755783,0.7599091146443339,4.696030245282158,11212,1,0
Tax,Delhi,4,16852,Bengali,0.08852089827160603,Criminal,Pune,0.366770299376042,0.503072341934596,4.051957261764545,18986,0,0
Divorce,Bengaluru,3,16081,Bengali,0.40055827150870654,Family,Hyderabad,10.586427487692411,0.5941232369876913,2.4746554870126483,20465,1,1
Fraud,Delhi,2,29012,Telugu,0.6494407232775208,Family,Hyderabad,5.198650088538004,0.38515653056038207,5.0,17411,1,0
Contract,Pune,2,17427,Kannada,0.16292927231490664,Tax,Chennai,5.684657721547433,0.9424482669945503,3.2447954842636673,19943,1,0
Property,Mumbai,1,20886,Marathi,0.5370593186712375,Tax,Bengaluru,3.393063169452475,0.749486164270594,3.5473577206575477,20141,1,0
Tax,Chennai,5,18411,Marathi,0.26676557743991547,Civil,Mumbai,6.363905805303198,0.951108247535728,4.678117729597408,22784,1,0
Contract,Hyderabad,5,24059,Kannada,0.21209284975112375,Civil,Bengaluru,9.193056710594965,0.6794978951335109,4.4632551769996756,6744,1,0
Divorce,Mumbai,3,28343,Hindi,0.059218947411723837,Family,Bengaluru,4.794581371018147,0.8083991891442244,4.89360105369499,21571,1,1
Property,Mumbai,2,26685,Kannada,0.37183938173300485,Tax,Mumbai,4.248424841812121,0.882309271024697,4.5663850214222315,23283,1,0
Criminal,Pune,2,16266,Hindi,0.4470239180045006,Criminal,Kolkata,8.409846740361035,0.6294071926814193,4.639594852893158,20812,1,1
Tax,Mumbai,2,29672,Tamil,0.27865314363491883,Criminal,Mumbai,6.470513558643607,0.9289570466820911,3.6475737036163367,11948,1,1
Tax,Bengaluru,5,12669,Kannada,0.6012201924891171,Tax,Hyderabad,6.8001527537887085,0.5719976887677216,3.745473195857317,16046,1,0
Criminal,Delhi,1,14060,English,0.8582923046282449,Family,Kolkata,4.591153325350605,0.7954760190503867,4.2702175298838005,8569,1,0
Divorce,Chennai,5,18977,Tamil,0.4132484410573978,Tax,Pune,3.262890151613947,0.9330217123249402,3.858625948286958,20192,1,0
Criminal,Kolkata,2,28374,Telugu,0.2864252547521628,Tax,Pune,7.3656497887784145,0.578927737595363,4.2052283736518055,13693,1,0
Divorce,Kolkata,2,10638,English,0.7666708745975135,Criminal,Hyderabad,11.620265550028048,0.9308942322571718,4.860558355016037,17829,0,0
Divorce,Hyderabad,5,27131,Kannada,0.12378551399028279,Criminal,Chennai,7.644039052438926,0.6478333010038522,4.562917054823971,9121,1,0
Contract,Pune,5,19562,Marathi,0.7882276821979071,Criminal,Hyderabad,6.491272204981614,0.6634688574827675,4.903481195924209,15456,0,0
Corporate,Kolkata,5,16530,Bengali,0.19195270646114423,Civil,Pune,0.8583086860356026,0.47272378084877537,4.001245657590283,4089,0,0
Contract,Bengaluru,2,28782,Kannada,0.15339432484244145,Civil,Chennai,5.6222607811579,0.7392877872781874,4.005882235994643,10640,1,0
Criminal,Mumbai,3,13578,Hindi,0.2649342077274071,Criminal,Kolkata,5.318782603857597,0.6652136517449339,4.663384789208749,20640,0,0
Divorce,Bengaluru,2,38285,English,0.3635054728715067,Civil,Kolkata,8.428599124730619,0.6653018180104512,2.6561729709464528,11025,1,0
Corporate,Bengaluru,1,18586,Marathi,0.1719634600013659,Criminal,Delhi,8.231432198206466,0.8062692695829997,4.808547185542783,6904,1,0
Criminal,Bengaluru,2,21198,English,0.151304905138183,Tax,Delhi,19.63458123847313,0.6693470246139831,3.930109939050386,33444,1,0
Corporate,Chennai,1,32343,Telugu,0.46289078807953643,Corporate,Kolkata,6.197549900707566,0.8656863290817449,3.830515733078192,16868,1,1
Corporate,Chennai,1,21407,Telugu,0.9232657551509936,Corporate,Chennai,12.021059992550013,0.8272567711084011,3.5595503531258776,23295,0,1
Corporate,Bengaluru,3,29510,Hindi,0.18700103405925556,Family,Pune,12.16535002074573,0.8841989014175867,4.2432617193759485,11291,0,0
Tax,Chennai,4,4374,Kannada,0.34011809180940533,Corporate,Kolkata,11.137707510189912,0.763983941567869,4.556808809721186,12676,0,0
Divorce,Pune,2,16459,Marathi,0.27486628993981027,Tax,Delhi,8.03471991731122,0.7617607966199965,4.231591928790036,21321,0,0
Tax,Bengaluru,3,23173,Bengali,0.4752778088386277,Criminal,Bengaluru,20.653939453039648,0.76298596863034,3.2447984882474867,17706,1,0
Criminal,Delhi,4,28651,Tamil,0.27910911141376465,Family,Pune,3.7586301337673094,0.6713784841563204,4.908817716728829,3288,1,0
Criminal,Bengaluru,5,26157,Tamil,0.30314998405889043,Civil,Delhi,10.426090090031042,0.5859304693574632,3.0130659838185316,28727,1,0
Fraud,Pune,3,25408,Hindi,0.37829151460586113,Criminal,Bengaluru,11.62765492207521,0.8478014852548711,4.3946889164199145,12874,1,1
Corporate,Chennai,2,28488,English,0.19696856537573393,Tax,Delhi,0.0,0.752438947990692,3.625242951519581,8808,1,0
Fraud,Pune,4,23800,Marathi,0.26913642449015013,Criminal,Pune,0.9448898861067931,0.8558478463133258,3.6542278580607555,19862,1,1
Property,Hyderabad,1,3000,Marathi,0.41888390407873594,Civil,Mumbai,14.175760096057655,0.7779373123650111,2.9815355748803167,7637,1,0
Tax,Delhi,1,31537,Bengali,0.5154974782988189,Civil,Chennai,9.504218464828975,0.4596823865967166,3.2182174702784065,1186,1,0
Corporate,Bengaluru,2,13298,English,0.19096022116286152,Family,Hyderabad,2.258767330745439,0.46311037033856167,4.974692075153966,11322,0,0
Criminal,Kolkata,2,22509,Telugu,0.4104467356302506,Criminal,Kolkata,14.076779225086232,0.7895597234748517,4.09055303394932,10325,1,1
Divorce,Bengaluru,1,21448,Kannada,0.6521092944998936,Family,Hyderabad,7.110767809035435,0.6750717476668815,4.034456570782281,21329,1,1
Criminal,Bengaluru,1,20378,Bengali,0.6973448450159235,Criminal,Hyderabad,12.710751714695322,0.5197708932888123,4.109372242559231,13012,0,0
Contract,Delhi,5,11151,Telugu,0.4061309461437613,Tax,Pune,16.48341415583033,0.6444783279044395,4.60140594452682,14473,0,0
Tax,Bengaluru,4,4490,English,0.4708728378910036,Criminal,Mumbai,7.035101852018618,0.7747646746817267,4.112183276413048,32802,1,0
Divorce,Delhi,4,11980,Bengali,0.5371940967364001,Civil,Chennai,0.0,0.7469276976261114,4.222199340507206,11645,1,0
Corporate,Hyderabad,1,26609,English,0.5195337581681705,Civil,Kolkata,4.121451883059817,0.7026973386399274,4.212302231217547,11943,1,0
Corporate,Mumbai,4,8427,Kannada,0.7962974548705303,Tax,Hyderabad,0.0,0.6593943972885505,4.025512668953692,11551,1,0
Corporate,Bengaluru,2,12957,Telugu,0.1452685406759216,Family,Mumbai,3.460972356411756,0.7613613680032901,3.8247674285534337,18994,1,0
Divorce,Kolkata,4,23344,English,0.1855953685460971,Family,Delhi,14.903100690129339,0.6020816245346206,4.512620306476374,15057,1,1
Corporate,Chennai,3,11780,Tamil,0.3171989658048312,Corporate,Pune,4.326585087794096,0.4512298705798822,3.7010996530348597,10674,1,0
Fraud,Kolkata,2,15655,Telugu,0.36157065440978814,Family,Mumbai,2.4301376965004238,0.4991641802661399,4.775296286128483,20468,1,0
Contract,Pune,2,20654,Tamil,0.4042183667863905,Tax,Kolkata,15.735918649005152,0.41089109928192946,4.678740074112107,7818,1,0
Property,Chennai,1,22261,Hindi,0.31572473131674134,Tax,Delhi,7.003243428540141,0.8290154775908226,4.689336879916484,15721,1,0
Corporate,Pune,5,11622,Kannada,0.16005851364173082,Family,Bengaluru,9.114240169528411,0.714260833911461,3.512445045857242,2969,1,0
Contract,Delhi,3,21127,Hindi,0.37223354224875854,Corporate,Bengaluru,2.5087803897722667,0.514817430959452,4.7989539658351195,24937,1,0
Divorce,Chennai,4,23190,Hindi,0.1722930136736575,Tax,Chennai,14.115979151437873,0.8785080717037148,4.606818716432474,7073,1,0
Criminal,Pune,5,9814,Telugu,0.26422072238939676,Criminal,Hyderabad,8.152244225494272,0.6071470056149619,3.1933449128247697,17337,1,0
Criminal,Bengaluru,1,21718,Hindi,0.4969719174958229,Family,Delhi,11.893695804942459,0.5730833478436677,3.80129230838683,21204,1,0
Divorce,Chennai,2,14267,Tamil,0.34198021645554466,Corporate,Pune,0.698011644737484,0.8299353353735479,5.0,7126,1,0
Divorce,Chennai,1,20991,Tamil,0.32654265998868975,Corporate,Mumbai,14.43482571952969,0.6263099294799505,3.9681407126025117,9206,1,0
Criminal,Kolkata,1,25784,Marathi,0.2807027371354825,Criminal,Hyderabad,9.56313525395717,0.7066346351024935,5.0,9502,1,1
Property,Hyderabad,5,18589,Bengali,0.8670101106364777,Tax,Chennai,4.28900218604292,0.7734101680579971,4.743196871035249,13103,0,0
Tax,Hyderabad,4,27307,English,0.3696598523671755,Corporate,Hyderabad,5.828984245535501,0.6800109563991821,3.6528047423223047,11716,1,0
Corporate,Chennai,3,26326,English,0.5049213127176349,Tax,Delhi,5.297199326819478,0.8764278756041477,4.406706556541304,14468,1,0
Fraud,Hyderabad,2,27262,Tamil,0.17032145528142367,Criminal,Pune,9.226178498570967,0.8641600176047475,4.046251052117791,17521,1,1
Property,Delhi,3,23224,English,0.15759554892491626,Family,Mumbai,8.541601790487357,0.5305718617903682,3.118015390384251,18651,1,0
Contract,Chennai,3,28806,Marathi,0.891908009445143,Corporate,Bengaluru,15.906483895176954,0.9395486957174978,3.837337860568603,22129,1,1
Divorce,Delhi,2,23080,Marathi,0.28856673811295613,Corporate,Hyderabad,0.0,0.8000819746902555,4.6662716793995935,9602,1,0
Fraud,Mumbai,1,6661,Tamil,0.3436408924467274,Corporate,Hyderabad,10.972900065468501,0.9413771415402227,3.9954502546308475,21120,0,0
Fraud,Mumbai,3,13663,Bengali,0.05966135770597551,Criminal,Delhi,0.0,0.8402435874405659,3.4759387258908943,3123,1,0
Property,Bengaluru,3,18309,Tamil,0.6314944858380618,Criminal,Hyderabad,20.556722117507633,0.8524620670684753,4.76733343017918,3140,0,0
Fraud,Kolkata,4,19302,Tamil,0.3134309688824358,Corporate,Bengaluru,15.432621091982615,0.7470546138561905,4.037659109707942,17871,1,0
Corporate,Pune,2,22861,Marathi,0.3432312741546301,Family,Pune,7.737378616389095,0.6567898031228152,4.932927850619412,22584,1,0
Contract,Chennai,1,13544,Tamil,0.4597840823894822,Family,Hyderabad,10.062525821352118,0.6450567966770951,3.467646793390695,16623,0,0
Divorce,Hyderabad,5,36069,Kannada,0.5987844949561874,Civil,Hyderabad,8.297099903389359,0.9235974730689631,5.0,17218,1,0
Tax,Mumbai,3,19180,Hindi,0.7218205963700998,Criminal,Chennai,4.862339692323781,0.7210768811369878,4.393384399729323,7328,1,0
Tax,Chennai,4,19938,Tamil,0.26829701461689814,Family,Pune,4.280558074654943,0.8211861177885389,4.548391618920132,9604,1,0
Contract,Mumbai,1,14634,Marathi,0.949053285485635,Tax,Mumbai,7.758925936177549,0.7417240566431865,4.470024124535338,10598,1,0
Tax,Bengaluru,1,11972,Bengali,0.5013964985932717,Tax,Bengaluru,0.0,0.4301972624427484,4.005484957603791,14050,0,1
Fraud,Delhi,1,18989,Hindi,0.3241572285906028,Corporate,Delhi,14.522372867798818,0.5344632749016751,3.3477240222491718,13463,1,0
Criminal,Pune,4,20220,English,0.5741479973700545,Criminal,Pune,16.50077987893762,0.8844830273865327,3.4362005090681453,19467,1,1
Criminal,Mumbai,2,19304,Kannada,0.19044923624937982,Criminal,Bengaluru,6.662385191271641,0.7631074166841452,4.693281285759027,16973,0,1
Corporate,Chennai,4,33241,English,0.2562643761364671,Family,Chennai,15.168594741158973,0.8204260864464997,4.044785101534633,10621,1,0
Property,Pune,5,18989,Kannada,0.643300323394145,Corporate,Chennai,5.398710909979056,0.7420010001271917,4.549956326740004,14295,1,0
Corporate,Mumbai,4,19312,Telugu,0.23712187049970693,Tax,Bengaluru,5.134411110301307,0.8815670537846443,4.270092631773572,14039,1,0
Tax,Pune,5,26522,Marathi,0.47311260253580006,Tax,Delhi,8.97290077487234,0.8367624742604561,4.107020805507834,1000,1,1
Tax,Bengaluru,5,18631,Hindi,0.7795046069678028,Civil,Hyderabad,10.565849447418831,0.7276414299671677,4.182075244512052,7260,1,0
Corporate,Bengaluru,4,24314,English,0.6143897316215174,Corporate,Bengaluru,3.7304452917230586,0.7827748074057667,4.779406029134034,24607,1,1
Property,Chennai,5,9767,Hindi,0.46337125415764135,Family,Kolkata,9.637876334972896,0.5211259744990661,3.592266747831439,17504,1,0
Criminal,Kolkata,4,9830,English,0.38687904740293205,Family,Chennai,9.38000262405,0.5278587060503487,3.9764530944806094,24616,1,0
Divorce,Pune,2,20976,Hindi,0.13790744336167496,Family,Delhi,0.0,0.620212371983813,4.554424837137116,20053,1,0
Property,Mumbai,1,18147,Marathi,0.21255658996108817,Civil,Kolkata,6.572192541041506,0.7232966959884737,2.6046818394613203,22825,1,1
Corporate,Chennai,2,13527,Kannada,0.35225237161714595,Corporate,Mumbai,6.8320010059302465,0.93169692429286,4.281945893215592,11729,1,0
Tax,Kolkata,3,20974,Kannada,0.6287083586144202,Civil,Delhi,4.900248082936664,0.4747712516398146,3.637446983172984,19964,0,0
Fraud,Mumbai,2,21672,Telugu,0.17839122152101577,Family,Hyderabad,4.9160006154780875,0.6757730562788271,4.437851628928937,15001,1,0
Corporate,Chennai,1,14320,Hindi,0.8678942420756989,Tax,Bengaluru,10.371643756552045,0.8077404290242282,3.1278479261653684,26869,1,0
Fraud,Pune,3,15849,Marathi,0.22873310071823116,Criminal,Chennai,0.0,0.8917614093286268,4.605389245437794,7924,1,0
Corporate,Mumbai,3,21732,Bengali,0.13936704956841475,Criminal,Pune,13.38642314890718,0.7278386546827027,3.169485151067055,15373,1,0
Divorce,Chennai,5,11831,Hindi,0.4371063246604189,Tax,Hyderabad,7.327068784744517,0.8101774062954974,3.5852752121961746,12019,1,0
Contract,Chennai,5,15167,Bengali,0.534908939124935,Tax,Bengaluru,14.17414773868266,0.7612880041056194,4.147951758044947,20742,1,0
Contract,Mumbai,4,24271,Kannada,0.8003329341335912,Corporate,Bengaluru,4.820223231867663,0.7122164741008644,3.540165238585012,7242,1,1
Fraud,Mumbai,5,19809,Telugu,0.4381011709878399,Criminal,Chennai,12.828237157050506,0.6974029805813046,4.060094490295191,11320,1,1
Property,Chennai,2,16182,Hindi,0.4088179681023626,Tax,Pune,10.725837776834187,0.7348317609408608,3.440021043719325,12755,1,0
Criminal,Mumbai,5,12775,Kannada,0.10074224087119904,Criminal,Hyderabad,0.0,0.8622407674041226,3.831346098093315,21859,1,0
Property,Kolkata,5,11894,English,0.5941762064995533,Civil,Hyderabad,7.06187413186799,0.5965345579850895,4.546903750780317,8214,1,1
Divorce,Chennai,1,18945,Telugu,0.4176559179321997,Tax,Kolkata,20.661637013349416,0.7038261014316188,4.258545839749518,15984,0,0
Divorce,Bengaluru,4,36206,Kannada,0.49620743657608474,Criminal,Chennai,12.229089079986847,0.9225294986817767,4.936120496163814,21432,1,0
Tax,Delhi,3,24526,Tamil,0.37339969140980445,Family,Hyderabad,2.475992565113317,0.8568959426679402,3.905020926893517,10709,1,0
Fraud,Delhi,2,9337,Hindi,0.5951546745475346,Tax,Chennai,5.641498128000862,0.8128269550291832,4.602275969348507,13915,1,0
Divorce,Chennai,3,25657,Hindi,0.2606227741511928,Criminal,Chennai,12.138771906914187,0.7588073532445899,4.432486910544319,19423,1,0
Tax,Bengaluru,5,13928,Kannada,0.5025801439178996,Corporate,Hyderabad,9.69085962068887,0.6685086276482076,5.0,18207,1,0
Property,Delhi,5,19961,Marathi,0.17936914942444124,Civil,Mumbai,0.4221532495995701,0.6036553952887853,5.0,7231,0,1
Fraud,Mumbai,2,15289,Kannada,0.35835963591111747,Criminal,Chennai,0.0,0.6999285664871683,4.404913558820225,21508,1,0
Divorce,Mumbai,3,36182,Hindi,0.2904607061207265,Corporate,Pune,11.553305689667607,0.8331288695120695,3.7086391086634283,22644,1,0
Contract,Chennai,3,10927,Kannada,0.3919619024003936,Criminal,Bengaluru,6.589513802531329,0.5260356251362646,3.7316110853182685,19603,1,0
Contract,Bengaluru,4,22508,Hindi,0.6698707007915752,Family,Bengaluru,13.344237061784048,0.449700747823729,4.633900462167988,17341,1,0
Criminal,Chennai,3,14517,Kannada,0.32384446019383867,Family,Bengaluru,9.71235145398078,0.844194820989758,3.806418624686772,25105,1,0
Property,Mumbai,2,25910,Kannada,0.65839022402211,Civil,Mumbai,3.907084802403131,0.5462527515219525,4.239694987825631,9248,0,1
Fraud,Mumbai,5,22347,Bengali,0.27470141661696496,Tax,Hyderabad,7.800505997194036,0.5750477733411473,3.4142360106585428,15560,0,0
Tax,Delhi,2,30036,Marathi,0.3747451094667033,Criminal,Pune,5.865922226462741,0.7673286305514189,3.966226296791297,12102,1,0
Criminal,Delhi,2,25744,English,0.4465692300626388,Civil,Pune,9.443585020704422,0.6922340580740991,3.9885766395051596,17282,1,0
Divorce,Mumbai,2,14451,English,0.1705055358069401,Tax,Delhi,3.5060339040574826,0.8139809153041018,3.9511225418471057,15049,1,0
Contract,Kolkata,2,43329,Bengali,0.3137967607638096,Criminal,Bengaluru,0.4066022055523071,0.7470160454569363,4.844894092899839,12793,0,0
Criminal,Delhi,3,24443,Telugu,0.3211772391463876,Family,Mumbai,7.199268593619477,0.7081971425075294,4.370242745137202,19999,1,0
Corporate,Mumbai,4,15594,English,0.658773701587532,Family,Mumbai,3.7101204857710863,0.7305820847052894,4.573942284008638,21258,1,0
Contract,Bengaluru,1,21644,Hindi,0.23772470392289716,Civil,Hyderabad,12.724630137334316,0.8128585030264104,4.333972855578798,21194,1,0
Divorce,Pune,5,25046,Tamil,0.48814305308718353,Corporate,Mumbai,6.80465385847985,0.6054490352626511,3.2951043454521987,26389,1,0
Divorce,Chennai,2,24742,Bengali,0.6770926399297343,Criminal,Delhi,9.306146004193002,0.7221010600830305,4.47419194145297,12791,1,0
Divorce,Bengaluru,1,23968,Bengali,0.5417216785095474,Corporate,Delhi,6.114959320270712,0.6277180382122073,3.5729430641167528,20348,1,0
Property,Hyderabad,4,27731,Kannada,0.5428640826629955,Civil,Kolkata,8.80008635596109,0.7534852885397078,3.7136021328037807,13349,1,0
Tax,Chennai,2,26945,Hindi,0.27988171015364394,Criminal,Pune,11.034126869744364,0.7974600914936125,3.729530940467105,13020,1,0
Contract,Hyderabad,4,13219,Kannada,0.6107371577091513,Criminal,Mumbai,9.194731327084304,0.5924274414916791,5.0,25676,0,0
Criminal,Hyderabad,5,36864,Marathi,0.27067485823988197,Criminal,Delhi,0.0,0.8540631122771467,4.227612644861542,22117,0,0
Fraud,Bengaluru,4,35751,Telugu,0.23492101470553056,Criminal,Kolkata,5.775659624846481,0.8058777808463015,4.278624852308798,8980,1,0
Tax,Mumbai,4,26407,Kannada,0.2253227526069945,Family,Pune,18.211188400419005,0.5521609801970851,4.940761252227044,11674,0,0
Property,Hyderabad,3,20309,Tamil,0.6287286190037198,Tax,Kolkata,9.860598528580399,0.8266878075019856,3.7662367875549845,18330,0,0
Tax,Mumbai,2,20447,Bengali,0.3591301729515676,Civil,Bengaluru,5.759009553788879,0.8515940517815963,4.942164679580272,13124,1,0
Divorce,Pune,4,17409,Kannada,0.5272258894311074,Tax,Chennai,5.447091057588477,0.5066040994428239,3.8099673977280304,10103,1,0
Divorce,Bengaluru,2,18444,English,0.49701594350030626,Criminal,Pune,15.014350562734956,0.8091631221709786,4.0138721606039125,23135,1,0
Divorce,Delhi,5,3000,Bengali,0.2903469407683413,Criminal,Bengaluru,10.641144419835687,0.7653552608119342,3.7966889584127648,5526,1,0
Criminal,Kolkata,3,32242,Tamil,0.23138765415556203,Civil,Hyderabad,1.6806765499894958,0.7641597769471865,3.7061362960881756,22558,0,0
Property,Delhi,3,29419,Tamil,0.62495876787226,Criminal,Delhi,17.994019056985287,0.8212910927773521,4.017102384937424,8285,0,0
Corporate,Kolkata,4,6586,Hindi,0.3898131481290493,Corporate,Chennai,9.411798137851639,0.8670231029322258,4.686074437985257,10715,1,0
Corporate,Delhi,1,27119,Kannada,0.3862090358593303,Civil,Chennai,9.294467181502739,0.6475522614542223,5.0,17524,1,0
Criminal,Hyderabad,3,19938,English,0.7021688378857827,Family,Mumbai,15.399221572379087,0.8116029014399474,2.9451687711793193,21284,0,0
Fraud,Hyderabad,4,18407,Hindi,0.40036635937361065,Family,Pune,8.813560827041913,0.7641714333235679,4.8990463463613585,17483,1,0
Divorce,Mumbai,4,23942,Kannada,0.3883180039569652,Criminal,Hyderabad,10.128630271984798,0.9130629402771632,4.173304081836172,18618,0,0
Fraud,Mumbai,2,6057,Hindi,0.5305553089676616,Corporate,Kolkata,0.3992538710225766,0.6425448053003503,3.979520120253649,18840,0,0
Fraud,Mumbai,1,19910,Marathi,0.4719834488739393,Civil,Delhi,7.554596785589817,0.7678424778779978,4.052598780907305,3986,1,0
Criminal,Delhi,1,20635,Hindi,0.5836791905009356,Corporate,Chennai,1.6866720456697042,0.9359588650052441,4.8865215178990455,12942,0,0
Criminal,Kolkata,5,20643,Marathi,0.2853919897756792,Family,Bengaluru,5.406138013989674,0.3807881239909187,4.532095973696737,2809,0,0
Divorce,Mumbai,2,9060,Kannada,0.676761143068662,Tax,Delhi,9.248383551176085,0.5381001290300435,3.732491968796602,20807,1,0
Criminal,Mumbai,1,23575,Marathi,0.5526881060107346,Corporate,Pune,0.0,0.6831936498820917,4.558616828159222,8446,0,0
Divorce,Kolkata,3,28478,Marathi,0.470192568266432,Tax,Hyderabad,9.622780842705145,0.6151994221627839,4.029616351376794,16156,0,0
Contract,Mumbai,5,23258,Marathi,0.6841110696020678,Corporate,Kolkata,12.194419040281314,0.49934841635840965,3.7129831045101684,16388,1,1
Fraud,Pune,2,18166,Telugu,0.11109926257478284,Civil,Delhi,0.0,0.643722826162339,3.361725842008524,10465,1,0
Fraud,Bengaluru,1,41512,Tamil,0.09229983569853852,Criminal,Pune,4.603407113083941,0.6018032470926554,3.541991792406213,14104,1,0
Corporate,Kolkata,1,12603,English,0.05231057577461495,Family,Hyderabad,0.4285226575332679,0.8021457133899847,4.2887190854415564,19671,1,0
Fraud,Chennai,1,26187,Telugu,0.629599367626879,Civil,Hyderabad,10.594575730925621,0.6900047015857047,3.761716717310715,19444,0,0
Criminal,Bengaluru,2,21946,Tamil,0.24883339060360615,Corporate,Delhi,5.487109980838934,0.7070250328568157,4.366400600718788,13115,1,0
Tax,Mumbai,1,36098,Marathi,0.058827333884329314,Family,Bengaluru,13.620384409081469,0.6954561816321527,4.721161226903899,23906,1,0
Criminal,Bengaluru,4,23093,Bengali,0.4753866572045041,Tax,Kolkata,1.4411138600900246,0.6243867109729737,3.909794067416964,6573,0,0
Corporate,Bengaluru,2,24809,Kannada,0.8313281178061321,Civil,Hyderabad,8.985280249267612,0.7205272039127628,3.954440985100212,17898,0,0
Corporate,Kolkata,3,24045,English,0.5419343724476852,Criminal,Kolkata,3.822051706945105,0.7339422844604392,3.224460659445643,18758,1,0
Corporate,Hyderabad,3,11533,Hindi,0.3194283181201779,Tax,Pune,8.083057869954462,0.9543429190377416,4.825896130043943,7224,1,0
Criminal,Mumbai,4,13048,Tamil,0.055740246138798806,Family,Kolkata,6.360330509253805,0.7964375210247907,4.679891773153752,16518,1,0
Corporate,Hyderabad,4,17794,Tamil,0.5366752392248357,Civil,Hyderabad,11.514804852248517,0.7942139425362118,4.00286727177225,22265,1,0
Corporate,Pune,3,27659,Bengali,0.2014680135210426,Family,Mumbai,9.440585772197373,0.560617230802086,3.8853956030727854,15109,0,0
Fraud,Hyderabad,5,21864,Hindi,0.09600329819401517,Civil,Chennai,13.73905623145623,0.7417736449547636,4.010834099819621,17923,1,0
Fraud,Kolkata,1,18346,Tamil,0.30513557164896205,Corporate,Chennai,7.517360990817573,0.7471636175982493,4.205258911779386,17602,0,0
Corporate,Delhi,3,30977,Marathi,0.4743223731090414,Criminal,Pune,3.435498995528147,0.9047212172323504,4.373032063365935,8672,1,0
Contract,Delhi,2,4140,Tamil,0.7494344555489926,Corporate,Kolkata,11.066523639443467,0.5456516373050576,4.064087157556436,22362,1,0
Corporate,Kolkata,3,9633,Hindi,0.3894301916191679,Criminal,Delhi,7.628690791667044,0.9009910613150575,4.072479728970232,13348,1,0
Criminal,Pune,1,3000,English,0.5438595578493385,Tax,Bengaluru,6.669113830275235,0.6263611078344717,4.565914247185944,16531,1,0
Criminal,Chennai,2,29666,Kannada,0.25982048869282204,Civil,Delhi,9.700988943058862,0.7474214934036348,4.43963851704742,9031,0,0
Corporate,Kolkata,5,19226,Kannada,0.7038567660334801,Civil,Kolkata,4.20727034327515,0.9157061350631307,5.0,9553,1,0
Tax,Pune,5,27730,Marathi,0.6280846686213671,Tax,Bengaluru,16.901620847252346,0.783882748340834,4.703893718412471,14560,1,1
Property,Bengaluru,3,19125,Marathi,0.8461070049524041,Civil,Chennai,13.254624998361681,0.6155592335149805,3.369757604259844,14752,1,1
Tax,Delhi,1,28185,Bengali,0.17857579732596385,Criminal,Delhi,9.827893329539638,0.6314620583932122,4.026366752459588,16681,1,0
Fraud,Kolkata,4,18985,Hindi,0.21542908673623054,Criminal,Hyderabad,9.279040192602453,0.8182437099819423,3.9137871001390128,19508,1,1
Corporate,Pune,2,23279,Tamil,0.39804546748626696,Civil,Kolkata,8.209767972150333,0.8658891533421856,3.5304837320967515,13769,1,0
Property,Kolkata,2,22108,Telugu,0.5924068524441674,Family,Bengaluru,5.404462299680955,0.6892538342455274,4.14626527953659,17851,0,0
